vendor_id,hex_code
RMC_IND_05,#472777
FMH_LUD_04,#472777
SAN_MMB_06,#472777
SMS_PUN_05,#472777
OPH_PUN_03,#472777
HOF_CHN_07,#472777
UNS_KOL_11,#472777
BMD_PUN_03,#472777
MMM_MMB_15,#472777
LMM_MMB_07,#472777
HPP_BHU_03,#472777
UNM_JAI_04,#472777
SYN_JAI_05,#472777
NMC_MMB_08,#472777
MPL_HYD_16,#472777
