vendor_id,hex_code
WLF_MMB_07,#472777
WLF_MMB_01,#472777
MCB_CHD_01,#472777
WLF_MMB_08,#472777
WLF_MMB_02,#472777
MNS_KOL_02,#472777
WLF_MMB_03,#472777
