vendor_id,hex_code
XLL_DEL_40,#fde724
TPH_HYD_19,#fde724
NHM_RAN_02,#fde724
SAI_DEL_08,#fde724
P2P_BAN_07,#fde724
HXR_KOL_10,#fde724
CDD_GUW_01,#fde724
SVP_BHU_05,#fde724
HKM_JAI_04,#fde724
MWD_PAT_03,#fde724
FMH_LUD_02,#fde724
SUN_IND_03,#fde724
PPP_BAN_06,#fde724
KMS_BHU_01,#fde724
NCB_KOL_12,#fde724
ABT_VAR_01,#fde724
M2D_BAN_05,#fde724
